event_id,session_id,anonymous_id,article_id,content_version,event_type,occurred_at,received_at,channel,device,client_agent,duration_seconds,scroll_percent
e-03-0086-read_end,s-03-0086,anon-0030-3,guide-remote,history-v1,read_end,2026-08-11T11:59:57+08:00,2026-08-11T04:00:53+00:00,home,desktop,browser,83,45
edge-10,,anon-0101-0,guide-account,history-v1,page_view,2026-08-04T22:32:43+08:00,2026-08-04T14:33:00+00:00,campaign,mobile,browser,,
e-00-0199-page_view,s-00-0199,anon-0118-0,guide-account,history-v1,page_view,2026-08-11T01:15:37+08:00,2026-08-11T01:16:37+08:00,campaign,desktop,browser,,
e-03-0031-page_view,s-03-0031,anon-0020-3,guide-remote,history-v1,page_view,2026-08-05T22:21:27+08:00,2026-08-05T22:21:44+08:00,search,desktop,browser,,
e-06-0002-read_end,s-06-0002,anon-0013-6,guide-faq,history-v1,read_end,2026-08-09T12:53:15+08:00,2026-08-09T04:53:36+00:00,search,desktop,browser,184,74
e-05-0031-page_view,s-05-0031,anon-0008-5,guide-permission,history-v1,page_view,2026-08-08T03:28:05+08:00,2026-08-08T03:28:43+08:00,search,desktop,browser,,
crawler-0108,crawl-108,,guide-map,history-v1,page_view,2026-08-08T16:23:24+00:00,2026-08-08T16:23:25+00:00,campaign,desktop,crawler,,
e-04-0073-read_end,s-04-0073,anon-0112-4,guide-map,history-v1,read_end,2026-08-04T03:55:27+08:00,2026-08-04T03:55:35+08:00,search,desktop,browser,71,89
e-06-0005-read_end,s-06-0005,anon-0005-6,guide-faq,history-v1,read_end,2026-08-07T18:50:01+08:00,2026-08-07T10:50:15+00:00,search,desktop,browser,69,96
e-04-0024-read_end,s-04-0024,anon-0096-4,guide-map,history-v1,read_end,2026-08-12T12:37:40+00:00,2026-08-12T20:38:54+08:00,campaign,desktop,browser,176,25
e-05-0095-page_view,s-05-0095,anon-0043-5,guide-permission,history-v1,page_view,2026-08-06T05:37:24+08:00,2026-08-05T21:38:43+00:00,campaign,desktop,browser,,
e-03-0112-page_view,s-03-0112,anon-0037-3,guide-remote,history-v1,page_view,2026-08-01T10:45:49+08:00,2026-08-01T10:45:56+08:00,search,desktop,browser,,
e-00-0026-read_end,s-00-0026,anon-0114-0,guide-account,history-v1,read_end,2026-08-12T18:02:31+08:00,2026-08-12T10:04:01+00:00,search,mobile,browser,101,92
e-00-0228-page_view,s-00-0228,anon-0042-0,guide-account,history-v1,page_view,2026-08-14T03:34:11+00:00,2026-08-14T11:35:07+08:00,campaign,mobile,browser,,
e-04-0280-read_end,s-04-0280,anon-0046-4,guide-map,history-v1,read_end,2026-08-06T23:21:55+08:00,2026-08-06T23:22:18+08:00,home,desktop,browser,181,90
e-04-0280-page_view,s-04-0280,anon-0046-4,guide-map,history-v1,page_view,2026-08-06T23:18:54+08:00,2026-08-06T23:19:48+08:00,home,desktop,browser,,
e-00-0096-read_end,s-00-0096,anon-0083-0,guide-account,history-v1,read_end,2026-08-04T14:53:43+00:00,2026-08-04T22:53:53+08:00,home,desktop,browser,92,76
e-01-0024-read_end,s-01-0024,anon-0037-1,guide-device,history-v1,read_end,2026-08-02T10:43:34+00:00,2026-08-02T18:43:50+08:00,search,desktop,browser,200,72
e-00-0009-page_view,s-00-0009,anon-0007-0,guide-account,history-v1,page_view,2026-08-09T16:40:01+00:00,2026-08-10T00:40:22+08:00,home,desktop,browser,,
e-01-0054-read_end,s-01-0054,anon-0004-1,guide-device,history-v1,read_end,2026-08-07T15:38:10+00:00,2026-08-07T23:38:58+08:00,home,desktop,browser,14,87
e-05-0083-page_view,s-05-0083,anon-0031-5,guide-permission,history-v1,page_view,2026-08-11T11:09:46+08:00,2026-08-11T03:10:25+00:00,search,mobile,browser,,
e-00-0054-read_end,s-00-0054,anon-0034-0,guide-account,history-v1,read_end,2026-08-01T10:42:34+00:00,2026-08-01T18:43:55+08:00,home,desktop,browser,103,86
e-02-0016-read_end,s-02-0016,anon-0003-2,guide-expense,history-v1,read_end,2026-08-02T19:59:24+08:00,2026-08-02T20:00:25+08:00,search,mobile,browser,92,75
e-03-0141-page_view,s-03-0141,anon-0047-3,guide-remote,history-v1,page_view,2026-08-02T22:51:39+00:00,2026-08-03T06:53:05+08:00,search,desktop,browser,,
e-05-0067-page_view,s-05-0067,anon-0029-5,guide-permission,history-v1,page_view,2026-08-06T21:24:38+08:00,2026-08-06T21:26:01+08:00,search,mobile,browser,,
e-04-0019-read_end,s-04-0019,anon-0064-4,guide-map,history-v1,read_end,2026-08-11T04:38:03+08:00,2026-08-11T04:39:23+08:00,search,desktop,browser,81,95
e-05-0062-read_end,s-05-0062,anon-0054-5,guide-permission,history-v1,read_end,2026-08-06T07:43:35+08:00,2026-08-05T23:44:21+00:00,search,mobile,browser,3,52
e-03-0131-page_view,s-03-0131,anon-0057-3,guide-remote,history-v1,page_view,2026-08-14T22:42:43+08:00,2026-08-14T14:42:45+00:00,home,mobile,browser,,
e-03-0058-page_view,s-03-0058,anon-0016-3,guide-remote,history-v1,page_view,2026-08-12T10:29:33+08:00,2026-08-12T10:30:40+08:00,search,desktop,browser,,
e-01-0097-page_view,s-01-0097,,guide-device,history-v1,page_view,2026-08-05T02:15:22+08:00,2026-08-05T02:15:59+08:00,search,mobile,browser,,
e-03-0072-read_end,s-03-0072,anon-0008-3,guide-remote,history-v1,read_end,2026-08-14T06:10:40+00:00,2026-08-14T14:11:06+08:00,home,desktop,browser,173,50
e-04-0154-read_end,s-04-0154,anon-0098-4,guide-map,history-v1,read_end,2026-08-14T15:30:33+08:00,2026-08-14T15:31:09+08:00,home,mobile,browser,183,84
e-00-0167-page_view,s-00-0167,anon-0081-0,guide-account,history-v1,page_view,2026-08-10T03:51:59+08:00,2026-08-09T19:52:37+00:00,search,mobile,browser,,
e-06-0016-read_end,s-06-0016,anon-0008-6,guide-faq,history-v1,read_end,2026-08-04T00:49:13+08:00,2026-08-04T00:49:42+08:00,search,desktop,browser,189,89
e-01-0043-page_view,s-01-0043,anon-0046-1,guide-device,history-v1,page_view,2026-08-14T22:18:54+08:00,2026-08-14T22:19:14+08:00,home,desktop,browser,,
e-03-0136-read_end,s-03-0136,anon-0057-3,guide-remote,history-v1,read_end,2026-08-04T20:32:34+08:00,2026-08-04T20:33:41+08:00,campaign,desktop,browser,91,31
crawler-0099,crawl-99,,guide-map,history-v1,page_view,2026-08-08T16:21:27+00:00,2026-08-08T16:21:28+00:00,campaign,desktop,crawler,,
crawler-0112,crawl-112,,guide-map,history-v1,page_view,2026-08-08T16:24:16+00:00,2026-08-08T16:24:17+00:00,campaign,desktop,crawler,,
e-03-0032-read_end,s-03-0032,anon-0028-3,guide-remote,history-v1,read_end,2026-08-02T07:50:47+08:00,2026-08-01T23:51:02+00:00,direct,desktop,browser,23,89
e-00-0135-read_end,s-00-0135,anon-0049-0,guide-account,history-v1,read_end,2026-08-03T21:06:10+00:00,2026-08-04T05:06:21+08:00,search,mobile,browser,77,44
e-03-0024-page_view,s-03-0024,anon-0063-3,guide-remote,history-v1,page_view,2026-08-06T06:39:12+00:00,2026-08-06T14:39:39+08:00,search,desktop,browser,,
e-01-0076-read_end,s-01-0076,,guide-device,history-v1,read_end,2026-08-08T02:16:48+08:00,2026-08-08T02:16:55+08:00,campaign,mobile,browser,26,89
e-04-0261-read_end,s-04-0261,anon-0016-4,guide-map,history-v1,read_end,2026-08-13T18:43:23+00:00,2026-08-14T02:43:50+08:00,search,mobile,browser,3,76
e-07-0008-page_view,s-07-0008,anon-0001-7,guide-search,history-v1,page_view,2026-08-14T17:39:50+08:00,2026-08-14T09:40:22+00:00,search,mobile,browser,,
crawler-0040,crawl-40,,guide-map,history-v1,page_view,2026-08-08T16:08:40+00:00,2026-08-08T16:08:41+00:00,campaign,desktop,crawler,,
e-01-0014-page_view,s-01-0014,anon-0085-1,guide-device,history-v1,page_view,2026-08-02T16:45:17+08:00,2026-08-02T08:46:24+00:00,search,desktop,browser,,
e-02-0051-read_end,s-02-0051,anon-0029-2,guide-expense,history-v1,read_end,2026-08-06T23:27:55+00:00,2026-08-07T07:28:06+08:00,search,desktop,browser,100,45
e-04-0187-page_view,s-04-0187,anon-0036-4,guide-map,history-v1,page_view,2026-08-10T19:52:55+08:00,2026-08-10T19:53:09+08:00,campaign,desktop,browser,,
e-00-0232-page_view,s-00-0232,anon-0106-0,guide-account,history-v1,page_view,2026-08-12T07:12:21+08:00,2026-08-12T07:12:43+08:00,home,mobile,browser,,
e-05-0084-page_view,s-05-0084,anon-0005-5,guide-permission,history-v1,page_view,2026-08-12T02:23:27+00:00,2026-08-12T10:24:57+08:00,search,mobile,browser,,
e-01-0088-page_view,s-01-0088,anon-0047-1,guide-device,history-v1,page_view,2026-08-07T15:26:33+08:00,2026-08-07T15:27:22+08:00,search,desktop,browser,,
e-01-0004-page_view,s-01-0004,anon-0014-1,guide-device,history-v1,page_view,2026-08-08T05:13:57+08:00,2026-08-08T05:14:59+08:00,home,desktop,browser,,
e-04-0159-read_end,s-04-0159,anon-0075-4,guide-map,history-v1,read_end,2026-08-08T11:31:58+00:00,2026-08-08T19:33:15+08:00,home,desktop,browser,44,19
e-05-0098-page_view,s-05-0098,anon-0029-5,guide-permission,history-v1,page_view,2026-08-03T07:15:15+08:00,2026-08-02T23:16:20+00:00,search,desktop,browser,,
e-04-0177-read_end,s-04-0177,anon-0049-4,guide-map,history-v1,read_end,2026-08-07T01:22:33+00:00,2026-08-07T09:23:01+08:00,campaign,mobile,browser,58,73
e-04-0312-read_end,s-04-0312,anon-0157-4,guide-map,history-v1,read_end,2026-08-12T01:37:25+00:00,2026-08-12T09:37:30+08:00,campaign,mobile,browser,101,88
e-00-0059-read_end,s-00-0059,anon-0080-0,guide-account,history-v1,read_end,2026-08-09T06:20:16+08:00,2026-08-08T22:20:33+00:00,direct,desktop,browser,82,77
e-00-0134-read_end,s-00-0134,anon-0051-0,guide-account,history-v1,read_end,2026-08-05T20:41:23+08:00,2026-08-05T12:42:42+00:00,home,desktop,browser,56,86
e-00-0093-read_end,s-00-0093,anon-0086-0,guide-account,history-v1,read_end,2026-08-12T14:13:48+00:00,2026-08-12T22:14:56+08:00,home,mobile,browser,79,23
e-00-0031-page_view,s-00-0031,,guide-account,history-v1,page_view,2026-08-04T12:32:06+08:00,2026-08-04T12:32:29+08:00,home,mobile,browser,,
e-03-0085-read_end,s-03-0085,anon-0049-3,guide-remote,history-v1,read_end,2026-08-05T16:51:23+08:00,2026-08-05T16:52:13+08:00,search,mobile,browser,11,5
e-04-0216-page_view,s-04-0216,anon-0164-4,guide-map,history-v1,page_view,2026-08-14T00:27:27+00:00,2026-08-14T08:27:31+08:00,search,mobile,browser,,
e-00-0155-read_end,s-00-0155,anon-0042-0,guide-account,history-v1,read_end,2026-08-02T14:11:33+08:00,2026-08-02T06:11:45+00:00,direct,desktop,browser,111,45
e-02-0063-page_view,s-02-0063,anon-0022-2,guide-expense,history-v1,page_view,2026-08-07T15:12:52+00:00,2026-08-07T23:13:15+08:00,search,mobile,browser,,
e-01-0009-page_view,s-01-0009,anon-0001-1,guide-device,history-v1,page_view,2026-08-12T16:48:15+00:00,2026-08-13T00:48:44+08:00,direct,desktop,browser,,
e-05-0000-page_view,s-05-0000,anon-0021-5,guide-permission,history-v1,page_view,2026-08-11T04:42:34+00:00,2026-08-12T12:42:35+08:00,home,desktop,browser,,
e-00-0137-page_view,s-00-0137,anon-0109-0,guide-account,history-v1,page_view,2026-08-12T15:37:03+08:00,2026-08-12T07:37:23+00:00,search,desktop,browser,,
e-03-0153-read_end,s-03-0153,,guide-remote,history-v1,read_end,2026-08-10T01:59:26+00:00,2026-08-10T09:59:54+08:00,search,mobile,browser,5,21
e-02-0081-page_view,s-02-0081,anon-0004-2,guide-expense,history-v1,page_view,2026-08-11T11:40:12+00:00,2026-08-11T19:40:35+08:00,search,mobile,browser,,
e-03-0145-read_end,s-03-0145,anon-0044-3,guide-remote,history-v1,read_end,2026-08-05T12:03:55+08:00,2026-08-05T12:04:37+08:00,home,desktop,browser,155,42
e-00-0055-page_view,s-00-0055,anon-0055-0,guide-account,history-v1,page_view,2026-08-04T00:45:57+08:00,2026-08-04T00:46:37+08:00,search,desktop,browser,,
e-03-0154-page_view,s-03-0154,anon-0028-3,guide-remote,history-v1,page_view,2026-08-10T12:50:42+08:00,2026-08-10T12:51:27+08:00,direct,desktop,browser,,
e-04-0117-page_view,s-04-0117,anon-0163-4,guide-map,history-v1,page_view,2026-08-11T02:22:53+00:00,2026-08-11T10:24:03+08:00,direct,mobile,browser,,
crawler-0163,crawl-163,,guide-map,history-v1,page_view,2026-08-08T16:35:19+00:00,2026-08-08T16:35:20+00:00,campaign,desktop,crawler,,
e-03-0064-read_end,s-03-0064,anon-0010-3,guide-remote,history-v1,read_end,2026-08-02T02:56:01+08:00,2026-08-02T02:57:09+08:00,direct,mobile,browser,22,17
e-00-0083-read_end,s-00-0083,anon-0046-0,guide-account,history-v1,read_end,2026-08-02T20:02:59+08:00,2026-08-02T12:03:16+00:00,search,mobile,browser,172,28
e-04-0240-read_end,s-04-0240,anon-0020-4,guide-map,history-v1,read_end,2026-08-10T10:38:51+00:00,2026-08-10T18:39:31+08:00,search,desktop,browser,121,75
e-03-0005-page_view,s-03-0005,anon-0045-3,guide-remote,history-v1,page_view,2026-08-08T16:06:57+08:00,2026-08-08T08:08:09+00:00,search,mobile,browser,,
e-00-0242-read_end,s-00-0242,anon-0063-0,guide-account,history-v1,read_end,2026-08-05T09:43:10+08:00,2026-08-05T01:43:14+00:00,search,mobile,browser,3,19
crawler-0174,crawl-174,,guide-map,history-v1,page_view,2026-08-08T16:37:42+00:00,2026-08-08T16:37:43+00:00,campaign,desktop,crawler,,
e-04-0016-page_view,s-04-0016,anon-0049-4,guide-map,history-v1,page_view,2026-08-03T14:08:09+08:00,2026-08-03T14:08:55+08:00,campaign,mobile,browser,,
e-03-0123-page_view,s-03-0123,anon-0016-3,guide-remote,history-v1,page_view,2026-08-09T05:58:58+00:00,2026-08-10T14:00:02+08:00,search,desktop,browser,,
e-01-0081-page_view,s-01-0081,anon-0014-1,guide-device,history-v1,page_view,2026-08-12T13:59:47+00:00,2026-08-12T22:00:13+08:00,campaign,desktop,browser,,
e-04-0026-read_end,s-04-0026,anon-0100-4,guide-map,history-v1,read_end,2026-08-13T10:55:57+08:00,2026-08-13T02:56:38+00:00,direct,desktop,browser,88,29
e-05-0060-page_view,s-05-0060,anon-0018-5,guide-permission,history-v1,page_view,2026-08-06T15:47:46+00:00,2026-08-06T23:48:36+08:00,search,mobile,browser,,
crawler-0008,crawl-8,,guide-map,history-v1,page_view,2026-08-08T16:01:44+00:00,2026-08-08T16:01:45+00:00,campaign,desktop,crawler,,
e-04-0142-page_view,s-04-0142,anon-0070-4,guide-map,history-v1,page_view,2026-08-04T11:16:34+08:00,2026-08-04T11:17:49+08:00,direct,desktop,browser,,
crawler-0053,crawl-53,,guide-map,history-v1,page_view,2026-08-08T16:11:29+00:00,2026-08-08T16:11:30+00:00,campaign,desktop,crawler,,
e-01-0136-page_view,s-01-0136,anon-0039-1,guide-device,history-v1,page_view,2026-08-13T06:22:04+08:00,2026-08-13T06:22:40+08:00,search,mobile,browser,,
e-00-0024-read_end,s-00-0024,anon-0108-0,guide-account,history-v1,read_end,2026-08-02T13:25:03+00:00,2026-08-02T21:25:52+08:00,home,desktop,browser,3,88
e-05-0063-page_view,s-05-0063,,guide-permission,history-v1,page_view,2026-08-12T15:33:33+00:00,2026-08-12T23:34:59+08:00,search,mobile,browser,,
e-05-0020-read_end,s-05-0020,anon-0040-5,guide-permission,history-v1,read_end,2026-08-08T17:56:50+08:00,2026-08-08T09:58:05+00:00,home,desktop,browser,116,22
e-00-0155-page_view,s-00-0155,anon-0042-0,guide-account,history-v1,page_view,2026-08-02T14:09:42+08:00,2026-08-02T06:11:11+00:00,direct,desktop,browser,,
e-04-0234-page_view,s-04-0234,anon-0095-4,guide-map,history-v1,page_view,2026-08-10T03:17:57+00:00,2026-08-10T11:18:47+08:00,search,mobile,browser,,
e-04-0272-read_end,s-04-0272,anon-0070-4,guide-map,history-v1,read_end,2026-08-03T09:50:12+08:00,2026-08-03T01:51:02+00:00,home,mobile,browser,104,83
e-06-0057-page_view,s-06-0057,anon-0005-6,guide-faq,history-v1,page_view,2026-08-08T21:58:13+00:00,2026-08-09T05:59:32+08:00,search,mobile,browser,,
crawler-0013,crawl-13,,guide-map,history-v1,page_view,2026-08-08T16:02:49+00:00,2026-08-08T16:02:50+00:00,campaign,desktop,crawler,,
e-00-0174-read_end,s-00-0174,anon-0006-0,guide-account,history-v1,read_end,2026-07-31T23:13:57+00:00,2026-08-01T07:15:11+08:00,search,desktop,browser,53,78
e-04-0058-page_view,s-04-0058,anon-0107-4,guide-map,history-v1,page_view,2026-08-11T18:58:41+08:00,2026-08-11T19:00:07+08:00,search,desktop,browser,,
e-04-0150-read_end,s-04-0150,anon-0083-4,guide-map,history-v1,read_end,2026-07-31T16:03:37+00:00,2026-08-01T00:03:40+08:00,home,desktop,browser,60,72
e-04-0238-read_end,s-04-0238,anon-0102-4,guide-map,history-v1,read_end,2026-08-05T12:14:05+08:00,2026-08-05T12:15:30+08:00,home,desktop,browser,107,81
crawler-0171,crawl-171,,guide-map,history-v1,page_view,2026-08-08T16:37:03+00:00,2026-08-08T16:37:04+00:00,campaign,desktop,crawler,,
crawler-0065,crawl-65,,guide-map,history-v1,page_view,2026-08-08T16:14:05+00:00,2026-08-08T16:14:06+00:00,campaign,desktop,crawler,,
e-05-0074-page_view,s-05-0074,anon-0014-5,guide-permission,history-v1,page_view,2026-08-06T06:52:58+08:00,2026-08-05T22:54:01+00:00,search,mobile,browser,,
e-04-0307-page_view,s-04-0307,anon-0015-4,guide-map,history-v1,page_view,2026-08-05T17:48:05+08:00,2026-08-05T17:49:11+08:00,search,mobile,browser,,
e-00-0054-page_view,s-00-0054,anon-0034-0,guide-account,history-v1,page_view,2026-08-01T10:40:51+00:00,2026-08-01T18:41:20+08:00,home,desktop,browser,,
e-04-0220-read_end,s-04-0220,anon-0154-4,guide-map,history-v1,read_end,2026-08-03T05:02:07+08:00,2026-08-03T05:03:08+08:00,direct,desktop,browser,128,72
e-04-0048-read_end,s-04-0048,anon-0095-4,guide-map,history-v1,read_end,2026-08-07T03:48:05+00:00,2026-08-07T11:48:32+08:00,search,mobile,browser,113,100
e-00-0047-page_view,s-00-0047,anon-0035-0,guide-account,history-v1,page_view,2026-08-09T02:56:50+08:00,2026-08-08T18:57:38+00:00,direct,desktop,browser,,
crawler-0115,crawl-115,,guide-map,history-v1,page_view,2026-08-08T16:24:55+00:00,2026-08-08T16:24:56+00:00,campaign,desktop,crawler,,
crawler-0019,crawl-19,,guide-map,history-v1,page_view,2026-08-08T16:04:07+00:00,2026-08-08T16:04:08+00:00,campaign,desktop,crawler,,
e-03-0087-page_view,s-03-0087,anon-0047-3,guide-remote,history-v1,page_view,2026-08-03T06:02:09+00:00,2026-08-03T14:03:00+08:00,search,desktop,browser,,
e-04-0052-page_view,s-04-0052,anon-0064-4,guide-map,history-v1,page_view,2026-08-02T10:36:32+08:00,2026-08-02T10:37:16+08:00,campaign,desktop,browser,,
e-01-0181-read_end,s-01-0181,anon-0085-1,guide-device,history-v1,read_end,2026-08-12T02:18:47+08:00,2026-08-12T02:19:05+08:00,search,desktop,browser,71,76
e-01-0106-page_view,s-01-0106,anon-0016-1,guide-device,history-v1,page_view,2026-08-09T22:22:17+08:00,2026-08-09T22:23:34+08:00,campaign,desktop,browser,,
e-04-0109-read_end,s-04-0109,anon-0038-4,guide-map,history-v1,read_end,2026-08-10T19:40:15+08:00,2026-08-10T19:41:10+08:00,search,mobile,browser,140,84
e-02-0031-read_end,s-02-0031,anon-0006-2,guide-expense,history-v1,read_end,2026-08-07T20:12:10+08:00,2026-08-07T20:13:39+08:00,direct,mobile,browser,73,79
e-00-0078-read_end,s-00-0078,anon-0047-0,guide-account,history-v1,read_end,2026-08-12T18:55:05+00:00,2026-08-13T02:55:51+08:00,search,mobile,browser,77,87
e-05-0059-page_view,s-05-0059,anon-0003-5,guide-permission,history-v1,page_view,2026-08-08T09:04:01+08:00,2026-08-08T01:05:12+00:00,direct,mobile,browser,,
e-05-0108-read_end,s-05-0108,anon-0052-5,guide-permission,history-v1,read_end,2026-08-04T02:13:11+00:00,2026-08-04T10:13:31+08:00,search,desktop,browser,128,75
crawler-0017,crawl-17,,guide-map,history-v1,page_view,2026-08-08T16:03:41+00:00,2026-08-08T16:03:42+00:00,campaign,desktop,crawler,,
e-04-0225-read_end,s-04-0225,anon-0050-4,guide-map,history-v1,read_end,2026-08-11T19:48:35+00:00,2026-08-12T03:49:20+08:00,search,desktop,browser,145,77
e-04-0069-read_end,s-04-0069,anon-0107-4,guide-map,history-v1,read_end,2026-08-04T07:21:03+00:00,2026-08-04T15:21:07+08:00,search,desktop,browser,62,80
e-01-0166-page_view,s-01-0166,anon-0033-1,guide-device,history-v1,page_view,2026-08-11T04:42:34+08:00,2026-08-11T04:43:41+08:00,search,mobile,browser,,
e-04-0132-read_end,s-04-0132,anon-0032-4,guide-map,history-v1,read_end,2026-08-14T09:18:09+00:00,2026-08-14T17:18:20+08:00,search,mobile,browser,3,75
e-04-0243-read_end,s-04-0243,anon-0024-4,guide-map,history-v1,read_end,2026-08-10T03:56:25+00:00,2026-08-10T11:57:45+08:00,search,mobile,browser,129,34
e-00-0060-read_end,s-00-0060,anon-0037-0,guide-account,history-v1,read_end,2026-08-11T18:28:31+00:00,2026-08-12T02:28:57+08:00,home,desktop,browser,196,72
e-05-0044-page_view,s-05-0044,anon-0023-5,guide-permission,history-v1,page_view,2026-08-12T13:21:19+08:00,2026-08-12T05:21:52+00:00,direct,desktop,browser,,
e-05-0002-read_end,s-05-0002,,guide-permission,history-v1,read_end,2026-08-03T10:55:01+08:00,2026-08-03T02:55:37+00:00,search,mobile,browser,3,52
e-05-0104-page_view,s-05-0104,anon-0030-5,guide-permission,history-v1,page_view,2026-08-02T12:39:10+08:00,2026-08-02T04:39:28+00:00,home,desktop,browser,,
crawler-0168,crawl-168,,guide-map,history-v1,page_view,2026-08-08T16:36:24+00:00,2026-08-08T16:36:25+00:00,campaign,desktop,crawler,,
e-03-0084-page_view,s-03-0084,anon-0070-3,guide-remote,history-v1,page_view,2026-08-13T13:11:53+00:00,2026-08-13T21:12:43+08:00,home,desktop,browser,,
e-03-0055-page_view,s-03-0055,anon-0005-3,guide-remote,history-v1,page_view,2026-08-10T05:43:26+08:00,2026-08-10T05:44:27+08:00,direct,mobile,browser,,
e-04-0051-read_end,s-04-0051,anon-0022-4,guide-map,history-v1,read_end,2026-08-01T11:31:55+00:00,2026-08-01T19:32:07+08:00,home,mobile,browser,19,84
e-04-0145-page_view,s-04-0145,anon-0035-4,guide-map,history-v1,page_view,2026-08-03T02:35:46+08:00,2026-08-03T02:36:46+08:00,search,mobile,browser,,
e-00-0078-page_view,s-00-0078,anon-0047-0,guide-account,history-v1,page_view,2026-08-12T18:53:48+00:00,2026-08-13T02:54:07+08:00,search,mobile,browser,,
e-00-0073-page_view,s-00-0073,anon-0044-0,guide-account,history-v1,page_view,2026-08-06T08:11:42+08:00,2026-08-06T08:12:21+08:00,search,mobile,browser,,
e-04-0068-read_end,s-04-0068,anon-0128-4,guide-map,history-v1,read_end,2026-08-12T13:19:36+08:00,2026-08-12T05:20:56+00:00,search,desktop,browser,227,90
e-06-0032-read_end,s-06-0032,anon-0023-6,guide-faq,history-v1,read_end,2026-08-13T23:56:18+08:00,2026-08-13T15:57:26+00:00,search,mobile,browser,20,89
e-01-0093-page_view,s-01-0093,anon-0044-1,guide-device,history-v1,page_view,2026-08-02T06:54:57+00:00,2026-08-02T14:56:27+08:00,search,mobile,browser,,
e-04-0114-read_end,s-04-0114,anon-0146-4,guide-map,history-v1,read_end,2026-08-13T03:43:20+00:00,2026-08-13T11:44:02+08:00,search,desktop,browser,61,96
e-04-0001-page_view,s-04-0001,anon-0115-4,guide-map,history-v1,page_view,2026-08-12T10:48:59+08:00,2026-08-12T10:49:34+08:00,campaign,mobile,browser,,
e-04-0302-page_view,s-04-0302,anon-0121-4,guide-map,history-v1,page_view,2026-08-10T17:54:56+08:00,2026-08-10T09:55:21+00:00,search,desktop,browser,,
e-06-0042-page_view,s-06-0042,anon-0014-6,guide-faq,history-v1,page_view,2026-08-04T05:29:41+00:00,2026-08-04T13:30:50+08:00,home,mobile,browser,,
edge-11,s-00-0005,anon-0101-0,guide-account,history-v1,read_end,2026-08-04T22:34:37+08:00,2026-08-04T14:35:17+00:00,campaign,mobile,browser,NaN,92
e-02-0055-read_end,s-02-0055,anon-0044-2,guide-expense,history-v1,read_end,2026-08-02T06:04:21+08:00,2026-08-02T06:05:24+08:00,search,mobile,browser,135,7
e-01-0115-read_end,s-01-0115,,guide-device,history-v1,read_end,2026-08-02T16:12:03+08:00,2026-08-02T16:12:25+08:00,search,desktop,browser,24,21
e-01-0029-page_view,s-01-0029,anon-0018-1,guide-device,history-v1,page_view,2026-08-06T07:59:00+08:00,2026-08-05T23:59:18+00:00,direct,desktop,browser,,
e-00-0188-page_view,s-00-0188,anon-0005-0,guide-account,history-v1,page_view,2026-08-12T14:11:11+08:00,2026-08-12T06:11:52+00:00,direct,mobile,browser,,
e-00-0090-read_end,s-00-0090,anon-0095-0,guide-account,history-v1,read_end,2026-08-01T19:55:22+00:00,2026-08-02T03:56:04+08:00,search,desktop,browser,125,47
e-07-0003-read_end,s-07-0003,anon-0002-7,guide-search,history-v1,read_end,2026-08-13T13:41:07+00:00,2026-08-13T21:41:42+08:00,campaign,desktop,browser,63,88
e-01-0012-page_view,s-01-0012,anon-0015-1,guide-device,history-v1,page_view,2026-08-06T04:09:14+00:00,2026-08-06T12:10:08+08:00,campaign,desktop,browser,,
e-05-0017-page_view,s-05-0017,anon-0021-5,guide-permission,history-v1,page_view,2026-08-10T00:26:53+08:00,2026-08-09T16:27:34+00:00,home,mobile,browser,,
e-03-0026-read_end,s-03-0026,anon-0035-3,guide-remote,history-v1,read_end,2026-08-03T02:20:50+08:00,2026-08-02T18:22:20+00:00,direct,desktop,browser,171,86
e-06-0051-read_end,s-06-0051,anon-0008-6,guide-faq,history-v1,read_end,2026-08-14T08:49:33+00:00,2026-08-14T16:49:44+08:00,home,desktop,browser,125,22
e-05-0006-read_end,s-05-0006,anon-0013-5,guide-permission,history-v1,read_end,2026-08-01T05:01:35+00:00,2026-08-01T13:01:47+08:00,home,mobile,browser,107,50
e-01-0169-page_view,s-01-0169,anon-0015-1,guide-device,history-v1,page_view,2026-08-04T13:47:00+08:00,2026-08-04T13:47:29+08:00,search,mobile,browser,,
e-00-0228-read_end,s-00-0228,anon-0042-0,guide-account,history-v1,read_end,2026-08-14T03:34:48+00:00,2026-08-14T11:35:46+08:00,campaign,mobile,browser,37,51
e-03-0097-page_view,s-03-0097,anon-0001-3,guide-remote,history-v1,page_view,2026-08-09T20:40:55+08:00,2026-08-09T20:41:35+08:00,search,mobile,browser,,
e-03-0080-read_end,s-03-0080,anon-0065-3,guide-remote,history-v1,read_end,2026-08-06T15:07:32+08:00,2026-08-06T07:07:38+00:00,search,mobile,browser,33,34
e-04-0174-page_view,s-04-0174,anon-0139-4,guide-map,history-v1,page_view,2026-08-02T09:23:44+00:00,2026-08-02T17:25:12+08:00,home,mobile,browser,,
e-00-0120-page_view,s-00-0120,anon-0022-0,guide-account,history-v1,page_view,2026-08-02T23:46:32+00:00,2026-08-03T07:46:58+08:00,search,desktop,browser,,
e-04-0082-read_end,s-04-0082,anon-0018-4,guide-map,history-v1,read_end,2026-08-04T12:51:04+08:00,2026-08-05T12:51:17+08:00,search,mobile,browser,20,99
