event_id,session_id,anonymous_id,article_id,content_version,event_type,occurred_at,received_at,channel,device,client_agent,duration_seconds,scroll_percent,region
e-00-0227-read_end,s-00-0227,anon-0064-0,guide-account,history-v1,read_end,2026-08-06T14:08:37+08:00,2026-08-06T06:10:02+00:00,search,desktop,browser,145,50,北京
e-05-0055-read_end,s-05-0055,anon-0042-5,guide-permission,history-v1,read_end,2026-08-04T18:00:57+08:00,2026-08-04T18:02:17+08:00,campaign,desktop,browser,105,92,四川
e-06-0058-page_view,s-06-0058,anon-0019-6,guide-faq,history-v1,page_view,2026-08-06T19:03:05+08:00,2026-08-06T19:03:32+08:00,search,mobile,browser,,,江苏
e-04-0010-read_end,s-04-0010,anon-0156-4,guide-map,history-v1,read_end,2026-08-04T19:27:31+08:00,2026-08-04T19:28:44+08:00,home,mobile,browser,132,85,广东
e-00-0080-read_end,s-00-0080,anon-0051-0,guide-account,history-v1,read_end,2026-08-01T19:44:15+08:00,2026-08-01T11:44:40+00:00,home,mobile,browser,211,36,四川
e-05-0020-page_view,s-05-0020,anon-0040-5,guide-permission,history-v1,page_view,2026-08-08T17:54:54+08:00,2026-08-08T09:56:18+00:00,home,desktop,browser,,,浙江
e-04-0050-page_view,s-04-0050,anon-0015-4,guide-map,history-v1,page_view,2026-08-07T18:27:54+08:00,2026-08-07T10:28:57+00:00,direct,desktop,browser,,,广东
e-01-0059-page_view,s-01-0059,anon-0003-1,guide-device,history-v1,page_view,2026-08-08T02:39:44+08:00,2026-08-07T18:39:53+00:00,direct,mobile,browser,,,四川
e-04-0015-read_end,s-04-0015,anon-0026-4,guide-map,history-v1,read_end,2026-08-06T20:02:01+00:00,2026-08-07T04:03:30+08:00,direct,mobile,browser,127,5,北京
e-06-0029-page_view,s-06-0029,anon-0004-6,guide-faq,history-v1,page_view,2026-08-05T05:59:04+08:00,2026-08-04T22:00:13+00:00,direct,desktop,browser,,,未知
e-01-0042-read_end,s-01-0042,anon-0082-1,guide-device,history-v1,read_end,2026-08-06T23:42:49+00:00,2026-08-07T07:44:17+08:00,search,mobile,browser,38,91,四川
e-04-0173-read_end,s-04-0173,anon-0033-4,guide-map,history-v1,read_end,2026-08-07T08:26:55+08:00,2026-08-07T00:28:24+00:00,search,desktop,browser,55,72,江苏
e-00-0044-read_end,s-00-0044,anon-0072-0,guide-account,history-v1,read_end,2026-08-04T13:17:34+08:00,2026-08-04T05:17:35+00:00,search,mobile,browser,12,98,广东
e-00-0190-read_end,s-00-0190,anon-0121-0,guide-account,history-v1,read_end,2026-08-11T03:08:46+08:00,2026-08-11T03:09:23+08:00,search,mobile,browser,128,6,北京
e-00-0138-page_view,s-00-0138,anon-0107-0,guide-account,history-v1,page_view,2026-08-11T21:02:10+00:00,2026-08-12T05:03:14+08:00,home,desktop,browser,,,江苏
e-02-0090-read_end,s-02-0090,anon-0039-2,guide-expense,history-v1,read_end,2026-08-12T18:18:41+00:00,2026-08-13T02:19:56+08:00,search,mobile,browser,86,82,江苏
e-03-0155-read_end,s-03-0155,anon-0031-3,guide-remote,history-v1,read_end,2026-08-02T07:08:46+08:00,2026-08-01T23:09:05+00:00,direct,desktop,browser,3,92,四川
e-04-0279-read_end,s-04-0279,anon-0018-4,guide-map,history-v1,read_end,2026-08-07T19:29:02+00:00,2026-08-08T03:29:28+08:00,campaign,mobile,browser,152,75,上海
e-02-0027-read_end,s-02-0027,anon-0010-2,guide-expense,history-v1,read_end,2026-08-12T04:31:10+00:00,2026-08-12T12:32:26+08:00,search,desktop,browser,70,97,未知
e-00-0079-read_end,s-00-0079,anon-0036-0,guide-account,history-v1,read_end,2026-08-05T03:28:24+08:00,2026-08-05T03:29:18+08:00,search,mobile,browser,226,10,广东
e-04-0123-page_view,s-04-0123,anon-0161-4,guide-map,history-v1,page_view,2026-08-04T17:42:29+00:00,2026-08-06T01:43:37+08:00,search,mobile,browser,,,未知
e-04-0173-page_view,s-04-0173,anon-0033-4,guide-map,history-v1,page_view,2026-08-07T08:26:00+08:00,2026-08-07T00:26:29+00:00,search,desktop,browser,,,江苏
e-04-0012-read_end,s-04-0012,anon-0115-4,guide-map,history-v1,read_end,2026-08-07T21:51:58+00:00,2026-08-08T05:52:35+08:00,search,mobile,browser,115,52,广东
e-00-0227-page_view,s-00-0227,anon-0064-0,guide-account,history-v1,page_view,2026-08-06T14:06:12+08:00,2026-08-06T06:06:31+00:00,search,desktop,browser,,,北京
e-04-0200-page_view,s-04-0200,anon-0127-4,guide-map,history-v1,page_view,2026-08-07T23:35:02+08:00,2026-08-07T15:35:45+00:00,campaign,desktop,browser,,,江苏
e-04-0155-page_view,s-04-0155,anon-0033-4,guide-map,history-v1,page_view,2026-08-03T08:48:06+08:00,2026-08-03T00:49:23+00:00,campaign,desktop,browser,,,江苏
e-00-0238-page_view,s-00-0238,anon-0112-0,guide-account,history-v1,page_view,2026-08-05T13:41:33+08:00,2026-08-05T13:42:24+08:00,search,desktop,browser,,,上海
e-00-0016-page_view,s-00-0016,anon-0118-0,guide-account,history-v1,page_view,2026-08-13T06:06:16+08:00,2026-08-13T06:06:32+08:00,home,mobile,browser,,,四川
e-04-0269-page_view,s-04-0269,anon-0072-4,guide-map,history-v1,page_view,2026-08-05T16:16:16+08:00,2026-08-05T08:16:31+00:00,direct,desktop,browser,,,未知
e-00-0106-page_view,s-00-0106,anon-0101-0,guide-account,history-v1,page_view,2026-08-13T06:07:08+08:00,2026-08-13T06:08:08+08:00,search,desktop,browser,,,广东
e-02-0048-page_view,s-02-0048,anon-0011-2,guide-expense,history-v1,page_view,2026-08-07T01:06:40+00:00,2026-08-07T09:07:23+08:00,campaign,desktop,browser,,,北京
e-01-0011-page_view,s-01-0011,anon-0082-1,guide-device,history-v1,page_view,2026-08-11T00:30:42+08:00,2026-08-10T16:31:47+00:00,home,desktop,browser,,,四川
crawler-0048,crawl-48,,guide-map,history-v1,page_view,2026-08-08T16:10:24+00:00,2026-08-08T16:10:25+00:00,campaign,desktop,crawler,,,广东
e-03-0139-read_end,s-03-0139,anon-0038-3,guide-remote,history-v1,read_end,2026-08-14T23:21:41+08:00,2026-08-14T23:22:29+08:00,home,desktop,browser,113,27,北京
e-03-0129-read_end,s-03-0129,anon-0038-3,guide-remote,history-v1,read_end,2026-08-11T22:13:21+00:00,2026-08-12T06:14:26+08:00,search,desktop,browser,168,22,北京
e-05-0008-page_view,s-05-0008,anon-0035-5,guide-permission,history-v1,page_view,2026-08-07T05:51:29+08:00,2026-08-06T21:51:43+00:00,search,mobile,browser,,,未知
e-04-0087-read_end,s-04-0087,anon-0159-4,guide-map,history-v1,read_end,2026-08-02T21:36:19+00:00,2026-08-03T05:37:23+08:00,campaign,desktop,browser,147,88,北京
e-04-0196-read_end,s-04-0196,anon-0105-4,guide-map,history-v1,read_end,2026-08-11T03:20:23+08:00,2026-08-11T03:21:03+08:00,campaign,mobile,browser,114,81,四川
e-02-0078-read_end,s-02-0078,anon-0013-2,guide-expense,history-v1,read_end,2026-08-09T05:10:57+00:00,2026-08-09T13:11:31+08:00,direct,mobile,browser,73,78,四川
e-04-0076-page_view,s-04-0076,anon-0092-4,guide-map,history-v1,page_view,2026-08-02T14:26:17+08:00,2026-08-02T14:26:27+08:00,direct,desktop,browser,,,四川
e-03-0143-page_view,s-03-0143,anon-0030-3,guide-remote,history-v1,page_view,2026-08-06T05:10:25+08:00,2026-08-05T21:10:57+00:00,direct,desktop,browser,,,上海
e-03-0063-page_view,s-03-0063,anon-0050-3,guide-remote,history-v1,page_view,2026-08-07T14:48:55+00:00,2026-08-07T22:49:14+08:00,search,desktop,browser,,,广东
e-00-0206-page_view,s-00-0206,anon-0025-0,guide-account,history-v1,page_view,2026-08-10T03:06:19+08:00,2026-08-09T19:06:57+00:00,search,mobile,browser,,,浙江
e-05-0077-page_view,s-05-0077,anon-0038-5,guide-permission,history-v1,page_view,2026-08-02T22:26:32+08:00,2026-08-02T14:27:53+00:00,search,desktop,browser,,,北京
e-04-0253-read_end,s-04-0253,anon-0150-4,guide-map,history-v1,read_end,2026-08-03T10:59:48+08:00,2026-08-03T10:59:51+08:00,direct,desktop,browser,34,7,浙江
e-00-0002-page_view,s-00-0002,anon-0031-0,guide-account,history-v1,page_view,2026-08-05T04:51:30+08:00,2026-08-04T20:51:50+00:00,search,mobile,browser,,,北京
e-04-0274-read_end,s-04-0274,anon-0140-4,guide-map,history-v1,read_end,2026-08-08T23:11:27+08:00,2026-08-08T23:11:31+08:00,home,desktop,browser,146,77,浙江
e-03-0068-read_end,s-03-0068,anon-0014-3,guide-remote,history-v1,read_end,2026-08-10T05:43:06+08:00,2026-08-09T21:43:32+00:00,search,mobile,browser,13,14,未知
e-00-0173-page_view,s-00-0173,anon-0036-0,guide-account,history-v1,page_view,2026-08-02T09:17:12+08:00,2026-08-02T01:18:25+00:00,home,mobile,browser,,,广东
crawler-0136,crawl-136,,guide-map,history-v1,page_view,2026-08-08T16:29:28+00:00,2026-08-08T16:29:29+00:00,campaign,desktop,crawler,,,未知
e-05-0109-page_view,s-05-0109,anon-0039-5,guide-permission,history-v1,page_view,2026-08-09T21:35:30+08:00,2026-08-09T21:35:43+08:00,search,mobile,browser,,,北京
e-00-0243-read_end,s-00-0243,anon-0086-0,guide-account,history-v1,read_end,2026-08-03T19:09:10+00:00,2026-08-04T03:09:54+08:00,direct,mobile,browser,69,94,未知
e-03-0105-read_end,s-03-0105,anon-0003-3,guide-remote,history-v1,read_end,2026-08-02T16:30:35+00:00,2026-08-03T00:31:34+08:00,home,mobile,browser,25,7,广东
e-00-0006-read_end,s-00-0006,anon-0073-0,guide-account,history-v1,read_end,2026-08-03T22:41:42+00:00,2026-08-04T06:43:00+08:00,search,desktop,browser,130,32,广东
e-00-0106-read_end,s-00-0106,anon-0101-0,guide-account,history-v1,read_end,2026-08-13T06:09:11+08:00,2026-08-13T06:09:12+08:00,search,desktop,browser,123,5,广东
e-04-0000-read_end,s-04-0000,anon-0140-4,guide-map,history-v1,read_end,2026-08-07T18:44:56+00:00,2026-08-09T02:45:17+08:00,direct,mobile,browser,95,87,浙江
e-03-0099-read_end,s-03-0099,anon-0052-3,guide-remote,history-v1,read_end,2026-08-03T19:18:27+00:00,2026-08-04T03:18:52+08:00,home,desktop,browser,115,53,广东
e-04-0148-page_view,s-04-0148,,guide-map,history-v1,page_view,2026-08-08T00:19:04+08:00,2026-08-08T00:20:24+08:00,search,mobile,browser,,,上海
e-04-0068-page_view,s-04-0068,anon-0128-4,guide-map,history-v1,page_view,2026-08-12T13:15:49+08:00,2026-08-12T05:16:46+00:00,search,desktop,browser,,,上海
e-04-0101-read_end,s-04-0101,anon-0125-4,guide-map,history-v1,read_end,2026-08-01T22:18:05+08:00,2026-08-01T14:19:17+00:00,home,desktop,browser,3,73,北京
e-03-0067-read_end,s-03-0067,anon-0007-3,guide-remote,history-v1,read_end,2026-08-12T16:01:22+08:00,2026-08-12T16:02:10+08:00,search,desktop,browser,78,96,上海
e-05-0072-read_end,s-05-0072,anon-0048-5,guide-permission,history-v1,read_end,2026-08-06T21:04:49+00:00,2026-08-07T05:06:16+08:00,home,desktop,browser,192,97,广东
e-04-0261-page_view,s-04-0261,anon-0016-4,guide-map,history-v1,page_view,2026-08-13T18:43:20+00:00,2026-08-14T02:43:54+08:00,search,mobile,browser,,,浙江
e-01-0151-page_view,s-01-0151,anon-0075-1,guide-device,history-v1,page_view,2026-08-05T07:05:11+08:00,2026-08-05T07:05:25+08:00,search,mobile,browser,,,浙江
e-00-0093-page_view,s-00-0093,anon-0086-0,guide-account,history-v1,page_view,2026-08-12T14:12:29+00:00,2026-08-12T22:12:36+08:00,home,mobile,browser,,,未知
e-05-0021-read_end,s-05-0021,anon-0022-5,guide-permission,history-v1,read_end,2026-08-09T12:29:21+00:00,2026-08-09T20:30:38+08:00,direct,mobile,browser,118,91,上海
e-01-0099-page_view,s-01-0099,anon-0093-1,guide-device,history-v1,page_view,2026-08-07T14:35:25+00:00,2026-08-07T22:36:33+08:00,search,mobile,browser,,,广东
e-04-0138-read_end,s-04-0138,anon-0084-4,guide-map,history-v1,read_end,2026-08-12T05:58:23+00:00,2026-08-12T13:59:39+08:00,campaign,desktop,browser,78,89,江苏
e-06-0003-read_end,s-06-0003,anon-0017-6,guide-faq,history-v1,read_end,2026-08-07T20:52:51+00:00,2026-08-08T04:53:22+08:00,search,mobile,browser,135,6,江苏
e-01-0142-page_view,s-01-0142,anon-0047-1,guide-device,history-v1,page_view,2026-08-03T06:39:27+08:00,2026-08-03T06:40:08+08:00,search,desktop,browser,,,未知
e-00-0250-page_view,s-00-0250,,guide-account,history-v1,page_view,2026-08-08T09:20:51+08:00,2026-08-08T09:21:28+08:00,direct,desktop,browser,,,上海
e-01-0058-page_view,s-01-0058,anon-0048-1,guide-device,history-v1,page_view,2026-08-04T19:09:22+08:00,2026-08-04T19:09:33+08:00,direct,desktop,browser,,,江苏
e-01-0184-read_end,s-01-0184,anon-0068-1,guide-device,history-v1,read_end,2026-08-10T11:59:04+08:00,2026-08-10T12:00:14+08:00,search,desktop,browser,99,54,北京
e-02-0006-page_view,s-02-0006,anon-0033-2,guide-expense,history-v1,page_view,2026-08-03T14:05:06+00:00,2026-08-03T22:06:34+08:00,search,mobile,browser,,,浙江
e-05-0058-read_end,s-05-0058,anon-0038-5,guide-permission,history-v1,read_end,2026-08-02T03:11:14+08:00,2026-08-02T03:11:31+08:00,home,desktop,browser,73,42,北京
e-04-0191-page_view,s-04-0191,anon-0123-4,guide-map,history-v1,page_view,2026-08-11T13:04:48+08:00,2026-08-11T05:05:19+00:00,direct,desktop,browser,,,上海
e-04-0159-page_view,s-04-0159,anon-0075-4,guide-map,history-v1,page_view,2026-08-08T11:31:14+00:00,2026-08-08T19:31:30+08:00,home,desktop,browser,,,浙江
e-06-0046-page_view,s-06-0046,anon-0018-6,guide-faq,history-v1,page_view,2026-08-10T22:14:58+08:00,2026-08-10T22:16:08+08:00,search,mobile,browser,,,浙江
e-04-0089-page_view,s-04-0089,anon-0120-4,guide-map,history-v1,page_view,2026-08-05T16:15:18+08:00,2026-08-05T08:16:39+00:00,direct,mobile,browser,,,未知
crawler-0046,crawl-46,,guide-map,history-v1,page_view,2026-08-08T16:09:58+00:00,2026-08-08T16:09:59+00:00,campaign,desktop,crawler,,,广东
crawler-0060,crawl-60,,guide-map,history-v1,page_view,2026-08-08T16:13:00+00:00,2026-08-08T16:13:01+00:00,campaign,desktop,crawler,,,未知
e-01-0153-page_view,s-01-0153,anon-0041-1,guide-device,history-v1,page_view,2026-08-08T02:02:39+00:00,2026-08-08T10:03:34+08:00,search,desktop,browser,,,江苏
e-00-0096-page_view,s-00-0096,anon-0083-0,guide-account,history-v1,page_view,2026-08-04T14:52:11+00:00,2026-08-04T22:53:20+08:00,home,desktop,browser,,,四川
e-06-0001-read_end,s-06-0001,,guide-faq,history-v1,read_end,2026-08-09T06:40:06+08:00,2026-08-09T06:41:06+08:00,search,mobile,browser,91,94,四川
e-03-0056-read_end,s-03-0056,anon-0044-3,guide-remote,history-v1,read_end,2026-08-06T06:43:35+08:00,2026-08-05T22:44:47+00:00,search,desktop,browser,140,6,四川
e-01-0158-read_end,s-01-0158,anon-0083-1,guide-device,history-v1,read_end,2026-08-03T10:15:37+08:00,2026-08-03T02:16:21+00:00,home,desktop,browser,56,84,四川
e-01-0012-read_end,s-01-0012,anon-0015-1,guide-device,history-v1,read_end,2026-08-06T04:09:17+00:00,2026-08-06T12:09:49+08:00,campaign,desktop,browser,3,94,四川
e-04-0239-read_end,s-04-0239,anon-0059-4,guide-map,history-v1,read_end,2026-08-07T00:17:21+08:00,2026-08-06T16:18:25+00:00,search,desktop,browser,106,72,北京
e-01-0169-read_end,s-01-0169,anon-0015-1,guide-device,history-v1,read_end,2026-08-04T13:47:23+08:00,2026-08-04T13:48:17+08:00,search,mobile,browser,23,82,四川
e-03-0113-page_view,s-03-0113,anon-0020-3,guide-remote,history-v1,page_view,2026-08-05T11:56:28+08:00,2026-08-05T03:57:50+00:00,search,desktop,browser,,,四川
e-02-0030-page_view,s-02-0030,anon-0007-2,guide-expense,history-v1,page_view,2026-07-31T23:50:05+00:00,2026-08-01T07:50:28+08:00,direct,mobile,browser,,,江苏
e-01-0036-page_view,s-01-0036,anon-0033-1,guide-device,history-v1,page_view,2026-08-09T05:20:44+00:00,2026-08-09T13:21:11+08:00,search,mobile,browser,,,四川
e-06-0011-page_view,s-06-0011,anon-0003-6,guide-faq,history-v1,page_view,2026-08-14T23:26:23+08:00,2026-08-14T15:27:40+00:00,search,desktop,browser,,,四川
e-04-0082-page_view,s-04-0082,anon-0018-4,guide-map,history-v1,page_view,2026-08-04T12:50:44+08:00,2026-08-05T12:51:17+08:00,search,mobile,browser,,,上海
e-05-0022-read_end,s-05-0022,,guide-permission,history-v1,read_end,2026-08-06T07:44:19+08:00,2026-08-06T07:45:30+08:00,direct,desktop,browser,212,88,北京
crawler-0145,crawl-145,,guide-map,history-v1,page_view,2026-08-08T16:31:25+00:00,2026-08-08T16:31:26+00:00,campaign,desktop,crawler,,,广东
crawler-0127,crawl-127,,guide-map,history-v1,page_view,2026-08-08T16:27:31+00:00,2026-08-08T16:27:32+00:00,campaign,desktop,crawler,,,未知
edge-06,s-00-0003,anon-0094-0,guide-account,history-v1,page_view,2026-08-02T11:34:38+00:00,2026-08-02T19:35:31+08:00,,desktop,browser,,,上海
e-04-0271-page_view,s-04-0271,anon-0033-4,guide-map,history-v1,page_view,2026-08-14T04:49:52+08:00,2026-08-14T04:50:19+08:00,campaign,desktop,browser,,,江苏
e-00-0214-page_view,s-00-0214,anon-0070-0,guide-account,history-v1,page_view,2026-08-13T18:24:54+08:00,2026-08-13T18:26:03+08:00,search,desktop,browser,,,广东
e-06-0047-page_view,s-06-0047,anon-0020-6,guide-faq,history-v1,page_view,2026-08-06T06:56:12+08:00,2026-08-05T22:56:29+00:00,search,desktop,browser,,,浙江
e-06-0037-page_view,s-06-0037,anon-0000-6,guide-faq,history-v1,page_view,2026-08-08T03:53:48+08:00,2026-08-08T03:55:10+08:00,home,mobile,browser,,,未知
e-00-0242-page_view,s-00-0242,anon-0063-0,guide-account,history-v1,page_view,2026-08-05T09:43:07+08:00,2026-08-05T01:43:21+00:00,search,mobile,browser,,,四川
e-04-0095-page_view,s-04-0095,anon-0093-4,guide-map,history-v1,page_view,2026-08-04T09:20:17+08:00,2026-08-04T01:21:39+00:00,direct,desktop,browser,,,未知
e-01-0084-page_view,s-01-0084,anon-0056-1,guide-device,history-v1,page_view,2026-08-06T01:31:08+00:00,2026-08-06T09:32:20+08:00,search,mobile,browser,,,未知
e-02-0001-read_end,s-02-0001,anon-0021-2,guide-expense,history-v1,read_end,2026-08-09T09:00:09+08:00,2026-08-09T09:00:47+08:00,search,mobile,browser,186,42,未知
e-00-0254-page_view,s-00-0254,anon-0059-0,guide-account,history-v1,page_view,2026-08-14T20:25:40+08:00,2026-08-14T12:26:24+00:00,campaign,desktop,browser,,,江苏
e-02-0091-page_view,s-02-0091,anon-0018-2,guide-expense,history-v1,page_view,2026-08-03T04:11:20+08:00,2026-08-03T04:11:27+08:00,direct,mobile,browser,,,未知
e-04-0044-page_view,s-04-0044,anon-0096-4,guide-map,history-v1,page_view,2026-08-06T13:20:15+08:00,2026-08-06T05:20:22+00:00,home,desktop,browser,,,四川
e-04-0236-page_view,s-04-0236,anon-0091-4,guide-map,history-v1,page_view,2026-08-14T21:19:53+08:00,2026-08-14T13:20:06+00:00,search,desktop,browser,,,浙江
e-02-0064-read_end,s-02-0064,anon-0027-2,guide-expense,history-v1,read_end,2026-08-07T00:18:34+08:00,2026-08-07T00:19:24+08:00,direct,desktop,browser,113,75,江苏
crawler-0034,crawl-34,,guide-map,history-v1,page_view,2026-08-08T16:07:22+00:00,2026-08-08T16:07:23+00:00,campaign,desktop,crawler,,,未知
e-00-0236-read_end,s-00-0236,anon-0108-0,guide-account,history-v1,read_end,2026-08-14T03:39:04+08:00,2026-08-13T19:39:27+00:00,home,mobile,browser,115,73,江苏
e-01-0043-read_end,s-01-0043,anon-0046-1,guide-device,history-v1,read_end,2026-08-14T22:21:07+08:00,2026-08-14T22:22:04+08:00,home,desktop,browser,133,22,浙江
e-02-0020-page_view,s-02-0020,anon-0029-2,guide-expense,history-v1,page_view,2026-08-13T12:11:18+08:00,2026-08-13T04:12:10+00:00,search,mobile,browser,,,上海
e-00-0049-read_end,s-00-0049,anon-0093-0,guide-account,history-v1,read_end,2026-08-11T13:02:34+08:00,2026-08-11T13:03:54+08:00,home,mobile,browser,3,46,未知
e-04-0026-page_view,s-04-0026,anon-0100-4,guide-map,history-v1,page_view,2026-08-13T10:54:29+08:00,2026-08-13T02:54:33+00:00,direct,desktop,browser,,,上海
e-00-0172-page_view,s-00-0172,,guide-account,history-v1,page_view,2026-08-03T11:08:48+08:00,2026-08-03T11:09:08+08:00,search,desktop,browser,,,北京
e-02-0011-read_end,s-02-0011,anon-0036-2,guide-expense,history-v1,read_end,2026-08-12T21:32:01+08:00,2026-08-12T13:32:35+00:00,search,mobile,browser,81,90,浙江
e-00-0186-read_end,s-00-0186,anon-0112-0,guide-account,history-v1,read_end,2026-08-02T18:08:18+00:00,2026-08-03T02:08:22+08:00,search,mobile,browser,79,99,上海
e-00-0051-page_view,s-00-0051,anon-0100-0,guide-account,history-v1,page_view,2026-08-05T17:16:35+00:00,2026-08-06T01:18:05+08:00,campaign,desktop,browser,,,广东
e-04-0200-read_end,s-04-0200,anon-0127-4,guide-map,history-v1,read_end,2026-08-07T23:36:32+08:00,2026-08-07T15:37:57+00:00,campaign,desktop,browser,90,97,江苏
e-01-0015-read_end,s-01-0015,anon-0041-1,guide-device,history-v1,read_end,2026-08-07T10:53:14+00:00,2026-08-07T18:54:41+08:00,search,mobile,browser,36,86,江苏
e-04-0053-page_view,s-04-0053,anon-0061-4,guide-map,history-v1,page_view,2026-08-06T20:53:33+08:00,2026-08-06T12:54:26+00:00,campaign,mobile,browser,,,四川
e-04-0203-read_end,s-04-0203,anon-0124-4,guide-map,history-v1,read_end,2026-08-04T13:51:08+08:00,2026-08-04T05:51:59+00:00,campaign,mobile,browser,166,41,未知
e-02-0081-read_end,s-02-0081,anon-0004-2,guide-expense,history-v1,read_end,2026-08-11T11:42:13+00:00,2026-08-11T19:43:20+08:00,search,mobile,browser,121,15,北京
e-00-0019-read_end,s-00-0019,anon-0108-0,guide-account,history-v1,read_end,2026-08-14T20:03:46+08:00,2026-08-14T20:04:38+08:00,direct,desktop,browser,69,42,江苏
e-00-0163-page_view,s-00-0163,anon-0006-0,guide-account,history-v1,page_view,2026-08-03T05:15:41+08:00,2026-08-03T05:17:05+08:00,home,desktop,browser,,,江苏
e-01-0123-read_end,s-01-0123,anon-0036-1,guide-device,history-v1,read_end,2026-08-14T11:58:02+00:00,2026-08-15T19:59:07+08:00,direct,mobile,browser,137,87,四川
e-03-0030-page_view,s-03-0030,anon-0006-3,guide-remote,history-v1,page_view,2026-08-12T10:34:38+00:00,2026-08-12T18:35:20+08:00,home,desktop,browser,,,广东
e-06-0014-read_end,s-06-0014,anon-0018-6,guide-faq,history-v1,read_end,2026-08-05T10:00:03+08:00,2026-08-05T02:00:18+00:00,home,desktop,browser,69,48,浙江
e-00-0170-read_end,s-00-0170,anon-0050-0,guide-account,history-v1,read_end,2026-08-09T21:09:47+08:00,2026-08-09T13:10:02+00:00,search,mobile,browser,140,81,四川
e-03-0067-page_view,s-03-0067,anon-0007-3,guide-remote,history-v1,page_view,2026-08-12T16:00:04+08:00,2026-08-12T16:01:26+08:00,search,desktop,browser,,,上海
e-05-0030-page_view,s-05-0030,,guide-permission,history-v1,page_view,2026-08-10T15:20:01+00:00,2026-08-10T23:20:48+08:00,direct,desktop,browser,,,江苏
e-04-0276-read_end,s-04-0276,anon-0150-4,guide-map,history-v1,read_end,2026-08-03T00:49:01+00:00,2026-08-03T08:50:02+08:00,search,desktop,browser,99,82,浙江
e-00-0069-page_view,s-00-0069,anon-0050-0,guide-account,history-v1,page_view,2026-08-03T09:04:06+00:00,2026-08-03T17:04:41+08:00,search,desktop,browser,,,四川
e-04-0198-read_end,s-04-0198,anon-0145-4,guide-map,history-v1,read_end,2026-08-02T11:54:23+00:00,2026-08-02T19:54:48+08:00,home,mobile,browser,106,98,上海
e-00-0150-read_end,s-00-0150,anon-0103-0,guide-account,history-v1,read_end,2026-08-09T02:31:01+00:00,2026-08-09T10:31:46+08:00,search,mobile,browser,85,90,未知
e-00-0145-page_view,s-00-0145,anon-0078-0,guide-account,history-v1,page_view,2026-08-10T17:30:15+08:00,2026-08-10T17:30:44+08:00,direct,desktop,browser,,,江苏
e-04-0212-page_view,s-04-0212,anon-0118-4,guide-map,history-v1,page_view,2026-08-09T12:12:04+08:00,2026-08-09T04:12:21+00:00,search,desktop,browser,,,上海
e-03-0061-read_end,s-03-0061,anon-0059-3,guide-remote,history-v1,read_end,2026-08-04T22:07:39+08:00,2026-08-04T22:08:43+08:00,search,mobile,browser,28,35,未知
e-03-0033-read_end,s-03-0033,anon-0055-3,guide-remote,history-v1,read_end,2026-08-10T02:45:51+00:00,2026-08-10T10:46:32+08:00,search,mobile,browser,22,29,北京
e-02-0044-read_end,s-02-0044,anon-0017-2,guide-expense,history-v1,read_end,2026-08-02T21:49:22+08:00,2026-08-02T13:49:46+00:00,search,mobile,browser,138,9,四川
e-04-0028-read_end,s-04-0028,anon-0049-4,guide-map,history-v1,read_end,2026-08-03T04:00:07+08:00,2026-08-03T04:01:06+08:00,search,desktop,browser,104,90,北京
e-00-0161-page_view,s-00-0161,anon-0005-0,guide-account,history-v1,page_view,2026-08-08T00:18:07+08:00,2026-08-07T16:18:19+00:00,search,desktop,browser,,,北京
e-01-0183-read_end,s-01-0183,anon-0013-1,guide-device,history-v1,read_end,2026-08-07T14:59:50+00:00,2026-08-07T23:00:05+08:00,home,mobile,browser,205,86,上海
e-00-0200-read_end,s-00-0200,anon-0085-0,guide-account,history-v1,read_end,2026-08-13T11:03:50+08:00,2026-08-13T03:04:53+00:00,home,desktop,browser,73,52,北京
crawler-0160,crawl-160,,guide-map,history-v1,page_view,2026-08-08T16:34:40+00:00,2026-08-08T16:34:41+00:00,campaign,desktop,crawler,,,未知
e-04-0042-page_view,s-04-0042,anon-0016-4,guide-map,history-v1,page_view,2026-08-13T13:41:46+00:00,2026-08-13T21:43:13+08:00,search,mobile,browser,,,浙江
e-00-0064-read_end,s-00-0064,anon-0048-0,guide-account,history-v1,read_end,2026-08-10T23:25:13+08:00,2026-08-10T23:25:16+08:00,search,mobile,browser,3,74,未知
e-05-0013-read_end,s-05-0013,anon-0028-5,guide-permission,history-v1,read_end,2026-08-10T21:08:18+08:00,2026-08-10T21:09:18+08:00,search,desktop,browser,158,83,江苏
e-06-0034-page_view,s-06-0034,anon-0022-6,guide-faq,history-v1,page_view,2026-08-09T03:09:39+08:00,2026-08-09T03:10:58+08:00,search,mobile,browser,,,北京
e-01-0044-page_view,s-01-0044,anon-0007-1,guide-device,history-v1,page_view,2026-08-09T04:24:14+08:00,2026-08-08T20:25:08+00:00,search,desktop,browser,,,北京
e-01-0174-page_view,s-01-0174,anon-0090-1,guide-device,history-v1,page_view,2026-08-01T08:00:11+00:00,2026-08-01T16:00:33+08:00,search,mobile,browser,,,上海
e-00-0011-page_view,s-00-0011,anon-0038-0,guide-account,history-v1,page_view,2026-08-03T09:56:59+08:00,2026-08-03T01:57:57+00:00,search,mobile,browser,,,未知
e-04-0151-page_view,s-04-0151,anon-0143-4,guide-map,history-v1,page_view,2026-08-05T18:37:59+08:00,2026-08-05T18:39:05+08:00,campaign,mobile,browser,,,广东
